X,Y,OBJECTID,LOCATION_NAME,ADDRESS,RACK_OWNER,RACKS_INSTALLED,RACK_TYPE,TOTAL_CAPACITY,COVERED,NEARBY_LIGHTING,WARD,EXTERNAL,LATITUDE,LONGITUDE
592463.4721,4792152.6129,651,Scoops/Williams,47 Discovery Drive,,1,Multi-Ring,14,No,Yes,2,Yes,43.2765167,-79.86047649
583124.8197,4786476.2206,652,Old Fire Hall Arts Centre,334 Wilson Street East,Municipal,1,Hammer Hoop,4,No,Yes,12,Yes,43.22649927,-79.97640368
583102.1424,4786460.0966,653,Ancaster Orthodontics,323 Wilson Street East,Municipal,1,Hammer Hoop,2,No,Yes,12,Yes,43.2263566,-79.97668531
596882.6492,4787139.8423,654,Metro,1900 King Street East,Private,1,Multi-Ring,10,No,Yes,4,Yes,43.23083261,-79.80690713
591639.6804,4789121.6803,655,St. Jacob's Hospital,50 Charlton Avenue East,Private,1,Multi-Ring,6,No,Yes,2,Yes,43.24933013,-79.87113134
591674.724,4789058.5715,656,St. Jacob's Hospital,50 Charlton Avenue East,Private,1,Multi-Ring,6,No,Yes,2,Yes,43.2487577,-79.87071023
593146.7164,4788236.6943,657,Stoneroads Bar And Grill,533 Concession St,ROW,1,Hammer Hoop,2,No,Yes,7,Yes,43.241178,-79.85272
593304.0079,4788171.7981,658,Relay Coffee Roasters,573 Concession Street,ROW,1,Multi-Ring,8,No,Yes,7,Yes,43.2405743,-79.85079402
593493.8512,4788114.9417,659,Unused Storefront,640 Concession Street,,1,Hammer Hoop,2,No,Yes,7,Yes,43.24003892,-79.84846586
593615.1133,4788071.9028,660,Independent Abilities Group Inc.,672 Concession Street,,1,Hammer Hoop,2,No,Yes,7,Yes,43.2396364,-79.84697992
593234.0773,4790375.6334,661,Emerald Coffee Co. - Site Visit Complete: WO In,340 Barton Street East,ROW,1,Hammer Hoop,2,No,Yes,3,Yes,43.26042382,-79.85128231
596464.5955,4788228.5323,662,Determination Martial Arts,1360 Main Street East,ROW,1,Hammer Hoop,4,No,Yes,4,Yes,43.24068741,-79.81186387
584899.5201,4790878.447,663,Thirsty Cactus,2 King Street West Dundas,ROW,1,Hammer Hoop,4,,Yes,13,Yes,43.26593578,-79.95387552
591853.0945,4789547.7696,664,Hamilton GO Centre,36 Hunter St. E,,2,Multi-Ring,28,Yes,Yes,2,Yes,43.25314021,-79.86843186
591830.8724,4789557.8247,665,Hamilton Go Centre,36 Hunter St East,,2,Multi-Ring,28,No,Yes,2,Yes,43.25323344,-79.8687039
591940.6137,4790433.7631,666,Centre 3,169 James Street North,,1,Hammer Hoop,2,No,Yes,2,Yes,43.26110607,-79.86720602
591796.656,4789970.4959,669,Jackson Square,1 James Street North,,1,Hammer Hoop,10,No,Yes,2,Yes,43.25695286,-79.86905658
591945.3787,4790379.9205,670,Mixed Media,6 Cannon St E (at James),,1,Hammer Hoop,2,No,Yes,2,Yes,43.26062075,-79.86715631
591948.9768,4790379.1388,671,Mixed Media,6 Cannon St E (at James),,1,Multi-Ring,6,No,Yes,2,Yes,43.26061327,-79.86711212
591958.6861,4790376.8744,672,The Assembly,6 Cannon St E (at James),,1,Hammer Hoop,6,No,Yes,2,Yes,43.2605917,-79.86699289
591964.2613,4790375.1545,673,Smalls Coffee,8 Cannon Street East,,1,Hammer Hoop,2,No,Yes,2,Yes,43.26057553,-79.8669245
591968.4572,4790373.9988,674,The Burnt Tongue,10 Cannon Street East,,1,Hammer Hoop,2,No,Yes,2,Yes,43.26056462,-79.86687301
591409.9425,4790352.0546,675,Starbucks,151 York Boulevard,,1,Hammer Hoop,2,No,Yes,2,Yes,43.26043501,-79.8737567
584876.9073,4791063.7416,676,St Paul’s United Church,29 Cross Street,Private,1,Multi-Ring,6,No,Yes,13,Yes,43.26760656,-79.95412554
596805.5303,4788154.1468,693,Main Cycle,1461 Main Street East,Private,1,Multi-Ring,5,No,Yes,4,Yes,43.23997405,-79.80767859
590508.7473,4787784.417,694,Mohawk College Secure Bike Parking Facility,135 Fennell Avenue West,School,1,Other,48,Yes,Yes,8,Yes,43.23742737,-79.88527976
593730.5262,4788014.2636,695,HHS - Juravinski Hospital Secure Bike Parking Facility,711 Concession Street,Private,1,Other,,Yes,Yes,7,Yes,43.23910315,-79.84556851
591452.8571,4789723.7863,696,City Hall Secure Bike Parking Facility,71 Main Street West,Municipal,1,Other,31,Yes,Yes,2,Yes,43.25477354,-79.87333236
591767.9172,4790065.3566,697,Jackson Square East Parking Garage Secure Bike Parking,2 King Street West,Private,1,Other,25,Yes,Yes,2,Yes,43.25781038,-79.86939477
600079.1794,4785744.8052,704,Battlefield House and Battlefield Park,77 King Street West (Stoney Creek),Park,1,Advertising Rack,4,No,Yes,5,Yes,43.2178563,-79.76780422
597415.8478,4774494.7255,705,Southbrook Park,111 Etherington Crescent,Park,1,Multi-Ring,8,No,No,11,Yes,43.11692195,-79.80256889
584309.8611,4798477.2987,710,Milgrove Community Park - Please Confirm,855-857 Milgrove Sideroad,Park,1,Multi-Ring,7,No,Yes,15,Yes,43.33441545,-79.95997451
582447.0551,4793218.1155,711,Johnson Tew Park,20 Medwin Drive,Park,1,Hammer Hoop,14,No,No,13,Yes,43.28727271,-79.98373933
585010.4486,4788496.5917,713,McMaster Forest,1105 Lower Lions Club Road,School,1,Multi-Ring,8,No,No,12,Yes,43.244479,-79.95287643
593484.5806,4788695.9179,715,Lifesaver's Park - Green Bicycle Type Rack,Cumberland and Sanford,Park,1,Hammer Hoop,2,No,Yes,3,Yes,43.24527053,-79.8484815
595926.7115,4789004.1638,725,Crash Landing Music Store,1189 Cannon Street East,ROW,1,Hammer Hoop,2,,Yes,3,Yes,43.24773887,-79.81835253
596502.7557,4790353.6043,726,Dofasco Headquarters,,ROW,1,Hammer Hoop,6,No,Yes,4,Yes,43.25981403,-79.81102182
588669.0394,4790408.9901,729,Mixed Media,1060 King Street West,ROW,1,Hammer Hoop,2,No,Yes,1,Yes,43.26127507,-79.90751153
597150.9421,4781181.9423,730,Red hill Summit East Oark,50 Bellagio Ave,Municipal,1,Multi-Ring,14,No,No,9,Yes,43.1771603,-79.80465171
596579.9001,4782262.0911,740,Eramosa Karst Conservation Area,86 Upper Mount Albion Road,,1,Hammer Hoop,6,No,No,9,Yes,43.18695792,-79.8114877
589668.1126,4784792.6306,741,Spring Rollout - William Connell Park,1086 West 5th Street,Park,1,Multi-Ring,14,No,No,8,Yes,43.21059254,-79.89611742
589735.6526,4784719.9159,742,William Cornell Park,1086 West 5th Street,Park,1,Multi-Ring,14,No,No,8,Yes,43.20992986,-79.89529791
589439.8236,4784818.6139,743,William Cornell Park,1086 West 5th Street,Park,1,Multi-Ring,14,No,No,8,Yes,43.21085355,-79.89892311
587940.9856,4790315.3162,744,McMaster University - Hospital - NE Corner,,School,1,Multi-Ring,112,No,Yes,1,Yes,43.26051703,-79.91649524
585578.3305,4790720.395,745,Canadian Tire Parkette,,Private,1,Multi-Ring,8,No,Yes,13,Yes,43.26443602,-79.94553723
582848.0965,4789940.7879,746,Sir William Osler Elementary School,"330 Governor's Road, Dundas",School,1,Multi-Ring,28,No,No,13,Yes,43.25772216,-79.97929005
582801.2046,4789925.9262,747,Sir William Osler Elementary School,"330 Govenor's Road, Dundas",School,1,Multi-Ring,42,No,No,13,Yes,43.25759351,-79.97986992
583092.0645,4789991.6838,748,Dundas Valley Secondary School,"310 Governor's Road, Dundas",School,1,Multi-Ring,16,No,Yes,13,Yes,43.25815353,-79.9762771
583181.3156,4790018.4422,749,Dundas Valley Secondary School,310 Governor's Road,School,1,Bike Corral,24,No,Yes,13,Yes,43.2583846,-79.97517362
583393.5771,4790061.9166,750,St. Bernadette’s Catholic Elementary,"270 Governor's Road, Dundas",School,1,Multi-Ring,22,No,Yes,13,Yes,43.25875255,-79.97255231
590275.3576,4790543.4274,751,Tim Hortons / King & Dundurn,624 King Street West,ROW,1,Hammer Hoop,6,No,Yes,1,Yes,43.2622947,-79.88770172
596661.9067,4788365.2336,752,Plaza @ 45 Kenilworth,45 Kenilworth Avenue North,ROW,1,Hammer Hoop,2,No,Yes,4,Yes,43.24189284,-79.80941017
592224.9637,4789648.3716,753,"Bike Parking Request: Fit Barre, SOUS BAR",145 King Street East,ROW,1,Hammer Hoop,4,No,Yes,2,Yes,43.25400051,-79.86383473
592551.7675,4785690.9428,754,Limeridge mall ,999 Upper Wentworth St,,2,Hammer Hoop,4,Yes,Yes,7,Yes,43.218332,-79.86047361
591644.2575,4790091.9508,755,Roof of Jackson Square,110 King Street West,Municipal,1,Multi-Ring,8,No,Yes,2,Yes,43.25806485,-79.87091358
592603.1794,4785628.2364,756,Limeridge mall,999 Upper Wentworth St,,1,Multi-Ring,8,No,Yes,7,Yes,43.21776115,-79.85985126
592506.0452,4785534.3564,757,Limeridge mall ,999 Upper Wentworth St,,2,Hammer Hoop,4,No,Yes,7,Yes,43.21692786,-79.86106269
592486.8067,4785467.0021,758,Limeridge mall ,999 Upper Wentworth St,,2,Hammer Hoop,4,No,Yes,7,Yes,43.21632383,-79.8613108
592456.4711,4785723.2394,759,Limeridge Mall,999 Upper Wentworth St,,1,Multi-Ring,4,No,Yes,7,Yes,43.21863444,-79.8616413
591931.696,4790338.9832,760,Miller Shoes,130 Jamest Street North,ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.26025386,-79.86733169
592102.3214,4789669.378,761,Landmark Place,100 Main Street East,ROW,1,Hammer Hoop,4,No,No,2,Yes,43.25420463,-79.86534182
594854.2606,4789837.6815,762,Bucko Flooring,779 Barton Street East,ROW,1,Hammer Hoop,2,No,Yes,3,Yes,43.25537856,-79.83141703
583191.981,4786650.1776,763,Coach and Lantern,386 Wilson St E.,ROW,1,Hammer Hoop,2,No,Yes,12,Yes,43.22805805,-79.97555055
583139.9247,4786517.6688,764,Caniche French Bakery,346 Wilson Street East,ROW,1,Hammer Hoop,2,No,Yes,12,Yes,43.22687077,-79.97621146
583110.0952,4786440.6761,765,Family Physicians,326 Wilson Street E.,ROW,1,Hammer Hoop,4,No,Yes,12,Yes,43.22618087,-79.97659032
596674.0259,4788197.4595,766,Dr. John Perkins Centre,1429 Main Street East Hamilton,ROW,1,Hammer Hoop,4,No,Yes,4,Yes,43.24038086,-79.80929035
587058.9256,4790443.717,767,McMaster - Human Resources Building,,School,2,Multi-Ring,20,No,Yes,1,Yes,43.26177545,-79.92734076
587441.7049,4790583.5402,768,McMaster University - Mary Keyes Residence - East,,School,5,Multi-Ring,40,No,Yes,1,Yes,43.26298997,-79.92260313
587501.3151,4790621.9199,769,,,School,1,Multi-Ring,14,No,No,1,Yes,43.26332859,-79.92186268
587476.9952,4790565.738,770,McMaster University - Matthews Hall - NE Courtyard,,School,1,Multi-Ring,8,No,Yes,1,Yes,43.2628256,-79.92217121
587471.4588,4790572.8996,771,McMaster University - Matthews Hall - NE Courtyard,,School,1,Multi-Ring,8,No,Yes,1,Yes,43.26289072,-79.92223827
587482.4708,4790511.5963,772,McMaster University - Mary Keyes Residence - East,,School,1,Multi-Ring,20,No,No,1,Yes,43.26233753,-79.92211235
587608.9252,4790531.9253,773,McMaster University - Burke Science Building - North,,School,1,Multi-Ring,71,No,Yes,1,Yes,43.26250586,-79.92055132
587709.7273,4790568.7416,774,McMaster University - Green Commons,,School,1,Multi-Ring,96,No,Yes,1,Yes,43.26282559,-79.91930367
587762.0196,4790598.1742,775,McMaster University - Student Centre,,School,1,Multi-Ring,24,No,Yes,1,Yes,43.26308449,-79.91865478
587745.6388,4790692.6111,776,McMaster University - Edwards Hall - SE Corner,,School,1,Multi-Ring,48,No,Yes,1,Yes,43.26393662,-79.91884153
587761.5702,4790725.7541,777,McMaster University - Secure Facility - Chester New Hall,,Secure,1,Other,96,No,Yes,1,Yes,43.26423315,-79.91863999
587796.478,4790754.8715,778,McMaster University - Togo Salmon Hall - North,,School,1,Multi-Ring,72,No,Yes,1,Yes,43.26449123,-79.9182053
587941.5479,4790670.8259,779,McMaster University - Degroote School of Business,,School,1,Multi-Ring,24,No,Yes,1,Yes,43.26371765,-79.91643154
587933.8979,4790760.2964,780,McMaster University - McInnes Library,,School,1,Multi-Ring,64,No,Yes,1,Yes,43.26452405,-79.9165115
587988.6268,4790781.539,781,McMaster University - David Braley Athletic Centre,,,1,Multi-Ring,112,No,Yes,1,Yes,43.26470891,-79.91583387
588033.1808,4790788.3628,782,McMaster University - Ivor Wynn Centre,,School,1,Multi-Ring,32,No,Yes,1,Yes,43.26476514,-79.9152839
588061.9477,4790867.4365,783,McMaster University - Ivor Wynn Centre,,School,1,Multi-Ring,30,No,No,1,Yes,43.26547368,-79.91491686
588119.8934,4790997.173,784,McMaster University - Alumni Field - East,,School,1,Multi-Ring,32,No,Yes,1,Yes,43.26663493,-79.91418222
588126.0804,4791106.9255,785,McMaster University - High Altitude Tower,,School,1,Multi-Ring,8,No,Yes,1,Yes,43.26762231,-79.91408843
587770.974,4790916.7813,786,,,,1,Multi-Ring,16,No,Yes,1,Yes,43.26595189,-79.91849369
587737.8976,4790873.4665,787,,,School,1,Multi-Ring,52,Yes,Yes,1,Yes,43.26556577,-79.91890808
587721.408,4790909.8069,788,,,School,1,Multi-Ring,8,No,Yes,1,Yes,43.26589487,-79.91910544
587693.661,4790910.6429,789,McMaster University - Brandon Hall,,School,1,Multi-Ring,24,No,Yes,1,Yes,43.26590562,-79.91944714
587719.459,4790821.5518,790,,,School,1,Multi-Ring,14,No,Yes,1,Yes,43.26510053,-79.91914351
587786.0217,4790304.1533,791,McMaster University - Hospital - Secure Bike Locker,,Secure,1,Other,2,Yes,Yes,1,Yes,43.2604346,-79.91840596
584586.7918,4791267.1634,792,Dundas Central Elementary,73 Melville Street,School,1,Multi-Ring,36,No,No,13,Yes,43.26947063,-79.95766858
591798.253,4790277.2553,793,York Boulevard Parkade - Secure Bike Cage,28 York Boulevard,Secure,1,Other,43,Yes,Yes,2,Yes,43.2597144,-79.86898579
591529.3093,4789956.8441,796,Summer's Lane - Secure Bike Parking,80 Summer's Lane,Secure,1,Other,16,Yes,Yes,2,Yes,43.25686247,-79.87235196
591549.8865,4788978.2219,798,St. Joseph's Hospital - Secure Bike Parking,50 Charlton Avenue East,Private,1,Other,12,Yes,Yes,2,Yes,43.24804949,-79.87226109
593045.1562,4790521.1495,799,Hamilton General Hospital -Secure Bike Parking,237 Barton Street East,Private,1,Other,30,Yes,Yes,3,Yes,43.26175723,-79.85358492
592565.5474,4791357.7147,803,St. Lawrence Catholic Elementary,88 Macaulay East,School,1,Multi-Ring,98,No,Yes,2,Yes,43.2693478,-79.85935243
592426.6437,4791400.1684,804,North Hamilton Health Centre,438 Hughson Street,Private,1,Multi-Ring,12,No,Yes,2,Yes,43.26974706,-79.86105662
592010.4378,4791813.28,805,Leander Boat Club,50 Leander Drive,Private,1,Multi-Ring,12,No,No,2,Yes,43.2735172,-79.86611535
591138.9139,4784092.368,806,St. Marguerite d'Youville Elementary School,20 Bonaparte Way,School,1,Multi-Ring,18,No,Yes,7,Yes,43.20411192,-79.87812967
590494.0933,4784636.9048,807,Walker Pool,60 Dicenzo Drive,,1,Multi-Ring,12,No,Yes,8,Yes,43.20909197,-79.88597636
589549.3886,4785541.0102,808,James MacDonald Elementary School,200 Chester Avenue,School,2,Multi-Ring,22,No,Yes,8,Yes,43.21734435,-79.89745735
589492.2194,4785775.7444,809,Gourley Park ,,Park,1,Multi-Ring,12,No,Yes,8,Yes,43.21946447,-79.89812303
587719.8232,4786191.1113,810,Gordon Price Elementary School,11 Guildwood Drive,School,3,Multi-Ring,30,No,Yes,14,Yes,43.22341216,-79.91987588
587640.2385,4787923.7701,811,Chedoke Twin Pad Arena,91 Chedmac Drive ,,2,Multi-Ring,16,Yes,Yes,14,Yes,43.23902075,-79.92058037
587202.9096,4788170.4376,812,Mountview Elementary School,59 Karen Crescent,School,3,Multi-Ring,30,No,Yes,14,Yes,43.24129223,-79.92592678
592092.7911,4790738.0176,813,The Barton General,10 Barton Street East,ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.26382666,-79.86528054
591193.2327,4790151.7853,814,Tim Hortons,235 King Street West Hamilton,ROW,1,Hammer Hoop,4,No,Yes,2,Yes,43.25865825,-79.87645939
591051.4131,4790219.594,815,Ark and Anchor Cafe,300 King Street West,ROW,1,Hammer Hoop,2,No,Yes,2,Yes,43.25928587,-79.87819513
593389.0836,4789466.4011,816,King Street Outreach / Carlton Tavern,649-657 King Street East,ROW,1,Hammer Hoop,6,No,Yes,3,Yes,43.25221893,-79.84952702
594013.5498,4789387.3085,817,Limin Coconut / Laundromat,829.5 King Street East,ROW,1,Hammer Hoop,2,No,Yes,3,Yes,43.25142925,-79.84184916
588795.9777,4790502.492,818,,1020 King Street West - Westdale,ROW,1,Hammer Hoop,2,No,Yes,1,Yes,43.26210193,-79.90593273
589781.8315,4798480.8858,819,Waterdown Memorial Hall,315 Dundas Street East,ROW,1,Hammer Hoop,4,No,Yes,15,Yes,43.33381409,-79.89248506
593469.0746,4788124.9993,821,Colosseum Apartments,620 Concession Street,ROW,1,Hammer Hoop,2,No,Yes,7,Yes,43.24013254,-79.84876926
590352.1351,4789563.9648,822,St. John the Evangelist Anglican Church,320 Charlton Avenue West,ROW,1,Hammer Hoop,4,No,Yes,1,Yes,43.25346741,-79.88691656
592726.7313,4790136.8903,823,Former Wellington Arms,222 Cannon Street East,,1,Hammer Hoop,4,No,Yes,2,Yes,43.25833704,-79.85757218
593096.9008,4791521.4576,824,Collective Arts Brewery,207 Burlington Street East,ROW,1,Hammer Hoop,10,No,Yes,2,Yes,43.27075648,-79.85277837
593054.0739,4791534.903,825,Collective Arts Brewery,207 Burlington Street East,,1,Hammer Hoop,2,No,Yes,2,Yes,43.27088282,-79.85330375
596728.1288,4788176.7082,827,Ward 4 Cafe,1441 Main Street East,ROW,1,Hammer Hoop,4,,,4,Yes,43.2401871,-79.80862776
588695.5799,4788609.2138,829,Top of Chedoke Stairs,Site Visit Required ,Municipal,3,Hammer Hoop,6,No,Yes,14,Yes,43.24506848,-79.90747431
599265.4681,4789041.7296,831,Pioneer Gas Station,545 Woodward Avenue,Private,1,Advertising Rack,4,No,Yes,4,Yes,43.24764488,-79.77722721
597580.9252,4787672.4101,832,Rexall Pharmacy,126 Queenston Road,Private,1,Multi-Ring,8,No,Yes,4,Yes,43.23553718,-79.79821561
594840.7489,4789356.6017,833,Bernie Custis Secondary School,1055 King Street East,School,1,Multi-Ring,42,No,Yes,3,Yes,43.25104919,-79.83166627
591862.4682,4790303.5735,836,Nique Restaurant,30 Vine Street,ROW,1,Hammer Hoop,4,,Yes,2,Yes,43.25994351,-79.86819038
590844.6048,4790873.5355,837,De La Sol Yoga,430 York Boulevard,ROW,1,Hammer Hoop,2,,,1,Yes,43.26519824,-79.88063478
598045.511,4783041.7177,844,Valley Park Tennis Courts,,Municipal,1,Multi-Ring,10,No,Yes,9,Yes,43.19378797,-79.7933175
593910.3362,4789056.134,881,Aboriginal Health Centre,678 Main Street East,Private,1,Multi-Ring,6,No,Yes,3,Yes,43.2484606,-79.84317683
582519.22,4805315.1566,882,Carlisle Community Centre and Library,1496 Centre Road,Park,1,Multi-Ring,14,No,No,15,Yes,43.396176,-79.98102995
584132.2176,4790877.9824,886,J.L. Grightmire Arena,35 Market Street South,Municipal,1,Hammer Hoop,8,No,Yes,13,Yes,43.26601766,-79.9633287
585210.502,4791581.9621,887,Dundas Driving Park - Tennis Club,,Private,1,Multi-Ring,8,No,No,,Yes,43.27223453,-79.94993537
585910.0666,4791212.4369,888,Volunteer Field,"Off of King Street East, Dundas",Municipal,1,Multi-Ring,8,No,Yes,13,Yes,43.26882819,-79.94137361
581561.11,4804343.7275,889,Courtcliffe Park,15,Municipal,1,Multi-Ring,6,No,No,15,Yes,43.38753494,-79.99300397
582443.7027,4793259.3014,890,Johnson Tew Park,20 Medwin Drive,Municipal,1,Hammer Hoop,14,No,No,13,Yes,43.28764389,-79.98377447
589030.3499,4798777.1066,891,Waterdown Memorial Park,"200 Hamilton Street North, Waterdown",Municipal,1,Hammer Hoop,6,No,Yes,15,Yes,43.33657032,-79.90170531
583116.3717,4786338.1874,892,Ancaster Library,300 Wilson Street East,Municipal,1,Multi-Ring,16,No,Yes,,Yes,43.22525744,-79.97652848
583206.012,4786262.3655,893,Ancaster Tennis Club,,Municipal,1,Multi-Ring,8,No,No,,Yes,43.22456492,-79.97543628
588779.59,4790831.2058,896,Churchill Park at Ravine River Road,145 Cline,Park,1,Hammer Hoop,6,No,No,1,Yes,43.26506328,-79.90608162
592818.369,4791673.1331,897,Eastwood Arena & Park,111 Burlington Street East,Park,1,Multi-Ring,12,Yes,Yes,2,Yes,43.27215636,-79.85618444
592172.8293,4790363.9532,901,McClaren Park,160 John Street North,Park,1,Multi-Ring,6,No,Yes,2,Yes,43.26044921,-79.86435714
586462.1967,4791681.2068,905,Olympic Arena,70 Olympic Drive,Municipal,1,Multi-Ring,14,No,Yes,13,Yes,43.27298541,-79.93449752
588576.6711,4790906.5443,906,Hamilton Aviary,85 Oak Knoll Drive,Municipal,1,Hammer Hoop,12,No,Yes,1,Yes,43.26576544,-79.90856937
592058.9816,4789992.7078,907,John and Rebecca Park,76 John Street,Park,1,Hammer Hoop,6,No,Yes,2,Yes,43.25712084,-79.86582161
592094.7551,4790020.2066,908,John and Rebecca Park,76 John Street North,Park,1,Hammer Hoop,6,No,Yes,2,Yes,43.25736403,-79.86537637
592100.1602,4789966.9039,909,John and Rebecca Park,76 John Street North,Park,1,Hammer Hoop,6,No,Yes,2,Yes,43.25688349,-79.8653187
592139.1404,4789998.7862,910,John and Rebecca Park,76 John Street North,Park,1,Hammer Hoop,6,No,Yes,2,Yes,43.25716576,-79.86483322
594864.8093,4788039.3116,911,Gage Park/Rosedale Tennis Club,,Park,1,Hammer Hoop,10,No,Yes,3,Yes,43.23918683,-79.83159664
597915.5252,4787792.2028,912,Parkdale Arena/Parkdale Park/Parkdale Pool,,Park,1,Multi-Ring,16,No,Yes,4,Yes,43.23657228,-79.79407438
